"행정구역","2026년07월_거주자_총인구수","2026년07월_거주자_연령구간인구수","2026년07월_거주자_0~9세","2026년07월_거주자_10~19세","2026년07월_거주자_20~29세","2026년07월_거주자_30~39세","2026년07월_거주자_40~49세","2026년07월_거주자_50~59세","2026년07월_거주자_60~69세","2026년07월_거주자_70~79세","2026년07월_거주자_80~89세","2026년07월_거주자_90~99세","2026년07월_거주자_100세 이상","2026년07월_남_거주자_총인구수","2026년07월_남_거주자_연령구간인구수","2026년07월_남_거주자_0~9세","2026년07월_남_거주자_10~19세","2026년07월_남_거주자_20~29세","2026년07월_남_거주자_30~39세","2026년07월_남_거주자_40~49세","2026년07월_남_거주자_50~59세","2026년07월_남_거주자_60~69세","2026년07월_남_거주자_70~79세","2026년07월_남_거주자_80~89세","2026년07월_남_거주자_90~99세","2026년07월_남_거주자_100세 이상","2026년07월_여_거주자_총인구수","2026년07월_여_거주자_연령구간인구수","2026년07월_여_거주자_0~9세","2026년07월_여_거주자_10~19세","2026년07월_여_거주자_20~29세","2026년07월_여_거주자_30~39세","2026년07월_여_거주자_40~49세","2026년07월_여_거주자_50~59세","2026년07월_여_거주자_60~69세","2026년07월_여_거주자_70~79세","2026년07월_여_거주자_80~89세","2026년07월_여_거주자_90~99세","2026년07월_여_거주자_100세 이상"
"경기도 군포시 (4141000000)","248,228","248,228","11,768","21,814","28,810","33,884","34,540","44,334","41,551","20,218","9,287","1,984","38","122,902","122,902","5,992","11,299","15,124","18,133","17,361","21,384","20,064","9,541","3,464","529","11","125,326","125,326","5,776","10,515","13,686","15,751","17,179","22,950","21,487","10,677","5,823","1,455","27"
"경기도 의왕시 (4143000000)","165,036","165,036","11,669","13,459","17,419","25,757","22,779","27,032","27,165","13,243","5,386","1,092","35","81,414","81,414","6,036","6,843","8,988","13,154","11,670","12,751","13,129","6,428","2,156","254","5","83,622","83,622","5,633","6,616","8,431","12,603","11,109","14,281","14,036","6,815","3,230","838","30"
"경기도 하남시 (4145000000)","326,217","326,217","25,374","34,008","32,209","48,440","59,084","49,754","42,397","24,937","8,518","1,453","43","161,694","161,694","13,190","17,058","15,940","23,912","29,814","25,345","20,501","11,999","3,588","343","4","164,523","164,523","12,184","16,950","16,269","24,528","29,270","24,409","21,896","12,938","4,930","1,110","39"
"경기도 용인시 (4146000000)","1,085,460","1,085,460","70,427","121,617","124,398","137,932","176,980","191,363","134,846","80,386","40,548","6,808","155","537,718","537,718","35,857","62,037","65,140","70,527","86,877","95,039","66,986","35,903","17,166","2,155","31","547,742","547,742","34,570","59,580","59,258","67,405","90,103","96,324","67,860","44,483","23,382","4,653","124"
"경기도 용인시 처인구 (4146100000)","286,304","286,304","17,522","28,002","32,021","37,604","44,002","49,542","43,232","22,619","9,862","1,863","35","146,515","146,515","8,908","14,370","17,549","20,329","23,068","25,430","21,876","10,737","3,763","479","6","139,789","139,789","8,614","13,632","14,472","17,275","20,934","24,112","21,356","11,882","6,099","1,384","29"
"경기도 용인시 기흥구 (4146300000)","432,384","432,384","26,070","48,190","52,173","52,794","68,845","79,823","52,554","32,063","16,944","2,857","71","212,781","212,781","13,326","24,642","27,288","27,129","33,294","39,092","25,785","14,072","7,186","951","16","219,603","219,603","12,744","23,548","24,885","25,665","35,551","40,731","26,769","17,991","9,758","1,906","55"
"경기도 용인시 수지구 (4146500000)","366,772","366,772","26,835","45,425","40,204","47,534","64,133","61,998","39,060","25,704","13,742","2,088","49","178,422","178,422","13,623","23,025","20,303","23,069","30,515","30,517","19,325","11,094","6,217","725","9","188,350","188,350","13,212","22,400","19,901","24,465","33,618","31,481","19,735","14,610","7,525","1,363","40"
"경기도 파주시 (4148000000)","532,338","532,338","38,108","55,963","54,323","74,361","88,147","89,644","70,990","37,485","19,692","3,550","75","267,700","267,700","19,439","28,489","28,693","38,191","45,761","45,833","35,797","17,164","7,386","929","18","264,638","264,638","18,669","27,474","25,630","36,170","42,386","43,811","35,193","20,321","12,306","2,621","57"
"경기도 이천시 (4150000000)","225,193","225,193","13,356","22,704","26,299","31,592","33,248","36,890","34,024","17,549","8,027","1,469","35","117,666","117,666","6,964","11,701","15,041","17,906","17,495","19,091","17,483","8,487","3,096","393","9","107,527","107,527","6,392","11,003","11,258","13,686","15,753","17,799","16,541","9,062","4,931","1,076","26"
"경기도 안성시 (4155000000)","198,626","198,626","10,194","18,064","21,867","23,781","28,842","34,303","32,434","18,473","8,880","1,747","41","102,768","102,768","5,297","9,289","11,982","13,424","15,568","17,996","16,606","8,846","3,337","417","6","95,858","95,858","4,897","8,775","9,885","10,357","13,274","16,307","15,828","9,627","5,543","1,330","35"
"경기도 김포시 (4157000000)","481,874","481,874","35,740","56,665","45,234","61,286","90,049","76,656","62,173","36,065","15,376","2,573","57","240,160","240,160","18,444","28,746","23,034","30,560","45,281","39,504","30,841","16,735","6,332","672","11","241,714","241,714","17,296","27,919","22,200","30,726","44,768","37,152","31,332","19,330","9,044","1,901","46"
"경기도 화성시 (4159000000)","997,198","997,198","88,010","118,438","108,076","165,500","186,123","153,421","105,053","48,825","19,875","3,799","78","516,378","516,378","44,961","60,272","57,679","88,187","97,205","81,243","54,761","23,501","7,653","908","8","480,820","480,820","43,049","58,166","50,397","77,313","88,918","72,178","50,292","25,324","12,222","2,891","70"
"경기도 화성시 만세구 (4159100000)","233,685","233,685","15,414","23,253","23,149","31,567","39,293","39,499","35,055","17,069","7,737","1,619","30","127,363","127,363","7,887","11,934","13,452","18,388","21,998","22,556","19,195","8,610","2,941","397","5","106,322","106,322","7,527","11,319","9,697","13,179","17,295","16,943","15,860","8,459","4,796","1,222","25"
"경기도 화성시 효행구 (4159300000)","160,362","160,362","13,410","15,649","16,527","25,969","26,284","25,835","20,967","10,415","4,378","900","28","82,646","82,646","6,754","7,865","8,636","13,817","14,043","13,642","10,959","5,072","1,673","183","2","77,716","77,716","6,656","7,784","7,891","12,152","12,241","12,193","10,008","5,343","2,705","717","26"
"경기도 화성시 병점구 (4159500000)","174,595","174,595","14,211","18,506","21,974","29,501","30,777","27,737","18,731","8,990","3,601","558","9","90,271","90,271","7,310","9,521","11,992","16,181","16,206","14,114","9,298","4,119","1,383","146","1","84,324","84,324","6,901","8,985","9,982","13,320","14,571","13,623","9,433","4,871","2,218","412","8"
"경기도 화성시 동탄구 (4159700000)","428,556","428,556","44,975","61,030","46,426","78,463","89,769","60,350","30,300","12,351","4,159","722","11","216,098","216,098","23,010","30,952","23,599","39,801","44,958","30,931","15,309","5,700","1,656","182","0","212,458","212,458","21,965","30,078","22,827","38,662","44,811","29,419","14,991","6,651","2,503","540","11"
"경기도 광주시 (4161000000)","398,659","398,659","25,931","36,510","37,615","51,509","66,843","70,143","62,416","32,904","12,691","2,046","51","202,794","202,794","13,202","18,716","19,896","27,082","35,025","36,027","31,132","15,958","5,224","521","11","195,865","195,865","12,729","17,794","17,719","24,427","31,818","34,116","31,284","16,946","7,467","1,525","40"
"경기도 양주시 (4163000000)","296,240","296,240","22,169","29,181","30,129","40,009","46,274","49,973","42,039","23,470","11,005","1,939","52","148,666","148,666","11,361","14,675","15,818","20,593","23,775","25,332","21,246","11,011","4,330","515","10","147,574","147,574","10,808","14,506","14,311","19,416","22,499","24,641","20,793","12,459","6,675","1,424","42"
"경기도 포천시 (4165000000)","139,891","139,891","5,458","9,625","13,616","13,993","15,141","25,435","31,015","15,978","8,028","1,551","51","74,011","74,011","2,869","5,080","7,744","8,027","8,251","13,671","16,880","8,114","2,999","365","11","65,880","65,880","2,589","4,545","5,872","5,966","6,890","11,764","14,135","7,864","5,029","1,186","40"
"경기도 여주시 (4167000000)","113,029","113,029","5,009","8,808","9,477","11,184","14,242","19,707","22,828","14,045","6,448","1,255","26","57,618","57,618","2,536","4,654","5,181","6,115","7,342","10,138","11,780","6,978","2,578","314","2","55,411","55,411","2,473","4,154","4,296","5,069","6,900","9,569","11,048","7,067","3,870","941","24"
"경기도 연천군 (4180000000)","42,909","42,909","1,823","2,775","4,383","4,232","4,199","6,386","9,204","5,974","3,314","609","10","22,537","22,537","922","1,434","2,712","2,507","2,280","3,458","4,825","2,965","1,254","178","2","20,372","20,372","901","1,341","1,671","1,725","1,919","2,928","4,379","3,009","2,060","431","8"
"경기도 가평군 (4182000000)","61,762","61,762","2,395","4,036","5,110","5,337","6,679","10,210","13,853","8,991","4,334","792","25","31,733","31,733","1,227","2,057","2,861","2,977","3,533","5,402","7,221","4,466","1,786","196","7","30,029","30,029","1,168","1,979","2,249","2,360","3,146","4,808","6,632","4,525","2,548","596","18"
"경기도 양평군 (4183000000)","126,377","126,377","5,399","10,007","8,716","10,380","14,893","20,898","27,800","18,343","8,291","1,614","36","63,632","63,632","2,780","5,297","4,898","5,446","7,392","10,677","14,042","9,105","3,579","415","1","62,745","62,745","2,619","4,710","3,818","4,934","7,501","10,221","13,758","9,238","4,712","1,199","35"
"강원특별자치도  (5100000000)","1,502,270","1,502,270","78,708","124,388","144,623","158,807","191,223","253,043","280,913","166,128","88,270","15,716","451","755,516","755,516","40,183","64,319","81,073","85,520","97,478","130,133","141,048","78,744","33,261","3,667","90","746,754","746,754","38,525","60,069","63,550","73,287","93,745","122,910","139,865","87,384","55,009","12,049","361"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원특별자치도 춘천시 (5111000000)","283,790","283,790","16,827","25,542","34,266","34,838","38,071","45,575","45,351","25,927","14,606","2,726","61","139,709","139,709","8,564","13,153","18,277","18,192","18,907","22,575","22,003","11,900","5,468","650","20","144,081","144,081","8,263","12,389","15,989","16,646","19,164","23,000","23,348","14,027","9,138","2,076","41"
"강원특별자치도 원주시 (5113000000)","363,895","363,895","23,326","34,438","37,909","47,373","53,083","61,731","58,741","29,523","14,904","2,811","56","180,091","180,091","11,897","17,559","20,322","24,484","26,393","30,316","28,977","13,891","5,582","659","11","183,804","183,804","11,429","16,879","17,587","22,889","26,690","31,415","29,764","15,632","9,322","2,152","45"
"강원특별자치도 강릉시 (5115000000)","204,945","204,945","9,869","16,320","19,689","20,607","26,444","35,899","37,416","23,790","12,537","2,305","69","101,574","101,574","5,120","8,527","10,957","11,068","13,412","18,259","18,123","10,820","4,716","565","7","103,371","103,371","4,749","7,793","8,732","9,539","13,032","17,640","19,293","12,970","7,821","1,740","62"
"강원특별자치도 동해시 (5117000000)","85,315","85,315","4,454","7,775","7,246","8,033","11,587","15,633","15,177","9,783","4,840","768","19","43,223","43,223","2,276","4,055","4,271","4,466","5,927","8,199","7,427","4,559","1,864","177","2","42,092","42,092","2,178","3,720","2,975","3,567","5,660","7,434","7,750","5,224","2,976","591","17"
"강원특별자치도 태백시 (5119000000)","36,664","36,664","1,384","3,150","2,574","2,674","4,658","6,545","7,308","5,414","2,594","349","14","18,551","18,551","712","1,672","1,484","1,506","2,404","3,611","3,721","2,416","948","74","3","18,113","18,113","672","1,478","1,090","1,168","2,254","2,934","3,587","2,998","1,646","275","11"
"강원특별자치도 속초시 (5121000000)","78,645","78,645","4,026","6,499","6,535","8,605","10,479","14,051","15,035","8,644","4,051","698","22","38,854","38,854","2,103","3,280","3,627","4,768","5,309","6,894","7,252","3,941","1,500","175","5","39,791","39,791","1,923","3,219","2,908","3,837","5,170","7,157","7,783","4,703","2,551","523","17"
"강원특별자치도 삼척시 (5123000000)","59,985","59,985","2,646","4,515","5,699","4,577","6,688","10,297","12,104","8,060","4,475","896","28","30,677","30,677","1,363","2,336","3,312","2,509","3,572","5,771","6,198","3,832","1,565","215","4","29,308","29,308","1,283","2,179","2,387","2,068","3,116","4,526","5,906","4,228","2,910","681","24"
"강원특별자치도 홍천군 (5172000000)","65,616","65,616","2,639","4,303","4,648","5,369","6,572","10,454","16,009","9,652","4,941","996","33","33,830","33,830","1,331","2,183","2,774","3,073","3,441","5,538","8,366","4,995","1,904","216","9","31,786","31,786","1,308","2,120","1,874","2,296","3,131","4,916","7,643","4,657","3,037","780","24"
"강원특별자치도 횡성군 (5173000000)","45,373","45,373","1,493","3,180","2,726","2,767","4,113","7,257","12,001","7,324","3,797","698","17","23,511","23,511","780","1,706","1,563","1,517","2,210","3,888","6,329","3,815","1,541","162","0","21,862","21,862","713","1,474","1,163","1,250","1,903","3,369","5,672","3,509","2,256","536","17"
"강원특별자치도 영월군 (5175000000)","35,545","35,545","1,145","2,367","2,270","2,190","3,480","6,019","8,814","5,657","3,071","521","11","18,437","18,437","612","1,307","1,329","1,209","1,837","3,302","4,733","2,834","1,144","127","3","17,108","17,108","533","1,060","941","981","1,643","2,717","4,081","2,823","1,927","394","8"
"강원특별자치도 평창군 (5176000000)","39,726","39,726","1,180","2,451","2,626","2,492","3,931","7,043","10,138","6,217","3,156","474","18","20,634","20,634","566","1,273","1,582","1,411","2,100","3,824","5,369","3,124","1,277","106","2","19,092","19,092","614","1,178","1,044","1,081","1,831","3,219","4,769","3,093","1,879","368","16"
"강원특별자치도 정선군 (5177000000)","35,054","35,054","1,005","2,061","2,383","2,295","3,885","6,601","8,459","5,228","2,710","400","27","18,438","18,438","480","1,070","1,330","1,325","2,222","3,809","4,546","2,556","1,003","90","7","16,616","16,616","525","991","1,053","970","1,663","2,792","3,913","2,672","1,707","310","20"
"강원특별자치도 철원군 (5178000000)","39,575","39,575","2,197","2,987","3,921","4,091","4,354","6,095","7,673","4,829","3,001","411","16","20,415","20,415","1,095","1,554","2,470","2,382","2,262","3,267","3,979","2,182","1,121","102","1","19,160","19,160","1,102","1,433","1,451","1,709","2,092","2,828","3,694","2,647","1,880","309","15"
"강원특별자치도 화천군 (5179000000)","22,717","22,717","1,203","1,608","2,815","2,508","2,212","3,297","4,508","2,617","1,655","278","16","12,199","12,199","584","814","1,859","1,543","1,191","1,764","2,448","1,312","621","58","5","10,518","10,518","619","794","956","965","1,021","1,533","2,060","1,305","1,034","220","11"
"강원특별자치도 양구군 (5180000000)","20,338","20,338","1,161","1,832","2,109","2,183","2,241","2,999","4,015","2,207","1,348","241","2","10,710","10,710","577","937","1,358","1,270","1,168","1,626","2,116","1,086","521","51","0","9,628","9,628","584","895","751","913","1,073","1,373","1,899","1,121","827","190","2"
"강원특별자치도 인제군 (5181000000)","30,714","30,714","1,886","2,097","3,281","3,722","3,588","4,539","6,183","3,274","1,814","316","14","16,838","16,838","977","1,123","2,196","2,269","1,966","2,565","3,291","1,671","714","63","3","13,876","13,876","909","974","1,085","1,453","1,622","1,974","2,892","1,603","1,100","253","11"
"강원특별자치도 고성군 (5182000000)","27,121","27,121","1,194","1,589","2,140","2,471","2,758","4,466","5,896","3,820","2,389","383","15","13,893","13,893","596","857","1,299","1,423","1,497","2,434","3,040","1,814","854","74","5","13,228","13,228","598","732","841","1,048","1,261","2,032","2,856","2,006","1,535","309","10"
"강원특별자치도 양양군 (5183000000)","27,252","27,252","1,073","1,674","1,786","2,012","3,079","4,542","6,085","4,162","2,381","445","13","13,932","13,932","550","913","1,063","1,105","1,660","2,491","3,130","1,996","918","103","3","13,320","13,320","523","761","723","907","1,419","2,051","2,955","2,166","1,463","342","10"
"충청북도  (4300000000)","1,596,845","1,596,845","91,009","142,894","164,374","194,377","218,998","268,719","271,865","153,978","75,663","14,661","307","814,001","814,001","46,746","73,602","90,925","107,756","114,376","137,819","138,162","73,390","27,800","3,380","45","782,844","782,844","44,263","69,292","73,449","86,621","104,622","130,900","133,703","80,588","47,863","11,281","262"
"충청북도 청주시 (4311000000)","857,536","857,536","57,349","84,435","101,171","123,830","129,240","141,546","122,072","63,499","28,840","5,447","107","433,657","433,657","29,316","43,242","54,869","67,778","66,596","70,466","60,123","29,424","10,554","1,275","14","423,879","423,879","28,033","41,193","46,302","56,052","62,644","71,080","61,949","34,075","18,286","4,172","93"
"충청북도 청주시 상당구 (4311100000)","192,375","192,375","12,390","19,418","19,127","23,648","28,270","33,128","30,608","16,552","7,758","1,447","29","95,442","95,442","6,270","10,013","10,248","12,351","14,246","16,308","15,113","7,722","2,821","345","5","96,933","96,933","6,120","9,405","8,879","11,297","14,024","16,820","15,495","8,830","4,937","1,102","24"
"충청북도 청주시 서원구 (4311200000)","187,267","187,267","9,814","17,186","24,412","23,083","24,773","33,354","29,777","16,144","7,360","1,333","31","93,260","93,260","5,062","8,786","13,143","12,611","12,471","16,199","14,541","7,342","2,775","327","3","94,007","94,007","4,752","8,400","11,269","10,472","12,302","17,155","15,236","8,802","4,585","1,006","28"
"충청북도 청주시 흥덕구 (4311300000)","292,277","292,277","22,977","27,826","35,910","50,538","45,800","46,115","37,056","17,449","7,165","1,413","28","149,212","149,212","11,668","14,264","19,469","27,694","23,851","22,964","18,178","8,185","2,600","336","3","143,065","143,065","11,309","13,562","16,441","22,844","21,949","23,151","18,878","9,264","4,565","1,077","25"
"충청북도 청주시 청원구 (4311400000)","185,617","185,617","12,168","20,005","21,722","26,561","30,397","28,949","24,631","13,354","6,557","1,254","19","95,743","95,743","6,316","10,179","12,009","15,122","16,028","14,995","12,291","6,175","2,358","267","3","89,874","89,874","5,852","9,826","9,713","11,439","14,369","13,954","12,340","7,179","4,199","987","16"
"충청북도 충주시 (4313000000)","205,247","205,247","10,426","17,225","19,639","22,380","26,772","35,380","37,964","21,834","11,376","2,200","51","104,161","104,161","5,408","8,875","11,152","12,703","13,899","17,925","19,241","10,253","4,182","509","14","101,086","101,086","5,018","8,350","8,487","9,677","12,873","17,455","18,723","11,581","7,194","1,691","37"
"충청북도 제천시 (4315000000)","127,746","127,746","5,820","10,842","12,633","11,328","14,834","21,964","25,411","15,835","7,739","1,307","33","64,481","64,481","3,052","5,550","7,029","6,291","7,717","11,247","12,762","7,615","2,910","307","1","63,265","63,265","2,768","5,292","5,604","5,037","7,117","10,717","12,649","8,220","4,829","1,000","32"
"충청북도 보은군 (4372000000)","31,420","31,420","953","1,777","1,867","1,904","2,742","4,884","8,032","5,394","3,080","775","12","16,014","16,014","495","931","1,088","1,077","1,487","2,697","4,306","2,671","1,088","172","2","15,406","15,406","458","846","779","827","1,255","2,187","3,726","2,723","1,992","603","10"
"충청북도 옥천군 (4373000000)","50,549","50,549","1,645","3,490","3,817","3,476","5,218","8,681","11,464","7,847","3,987","905","19","25,704","25,704","845","1,839","2,178","1,894","2,712","4,593","6,068","3,904","1,436","230","5","24,845","24,845","800","1,651","1,639","1,582","2,506","4,088","5,396","3,943","2,551","675","14"
"충청북도 영동군 (4374000000)","42,929","42,929","1,257","2,687","2,831","2,610","3,754","7,267","10,429","7,162","4,141","775","16","21,701","21,701","645","1,409","1,574","1,459","2,011","4,012","5,425","3,478","1,499","187","2","21,228","21,228","612","1,278","1,257","1,151","1,743","3,255","5,004","3,684","2,642","588","14"
"충청북도 증평군 (4374500000)","36,658","36,658","2,141","3,400","3,491","4,473","5,201","6,157","6,141","3,583","1,740","325","6","19,101","19,101","1,088","1,758","2,065","2,510","2,839","3,292","3,142","1,706","630","70","1","17,557","17,557","1,053","1,642","1,426","1,963","2,362","2,865","2,999","1,877","1,110","255","5"
"충청북도 진천군 (4375000000)","85,388","85,388","5,542","8,400","7,238","10,621","13,576","14,601","13,670","7,184","3,735","804","17","45,181","45,181","2,895","4,337","4,198","6,072","7,352","8,005","7,326","3,495","1,347","153","1","40,207","40,207","2,647","4,063","3,040","4,549","6,224","6,596","6,344","3,689","2,388","651","16"
"충청북도 괴산군 (4376000000)","37,187","37,187","1,005","1,730","2,080","2,087","3,064","6,106","10,273","6,604","3,535","689","14","19,293","19,293","526","884","1,231","1,176","1,696","3,386","5,541","3,389","1,310","153","1","17,894","17,894","479","846","849","911","1,368","2,720","4,732","3,215","2,225","536","13"
"충청북도 음성군 (4377000000)","95,694","95,694","4,167","7,417","8,113","10,119","12,302","17,651","19,211","10,468","5,165","1,056","25","51,147","51,147","2,127","3,970","4,669","5,922","6,827","9,750","10,449","5,208","1,981","240","4","44,547","44,547","2,040","3,447","3,444","4,197","5,475","7,901","8,762","5,260","3,184","816","21"
"충청북도 단양군 (4380000000)","26,491","26,491","704","1,491","1,494","1,549","2,295","4,482","7,198","4,568","2,325","378","7","13,561","13,561","349","807","872","874","1,240","2,446","3,779","2,247","863","84","0","12,930","12,930","355","684","622","675","1,055","2,036","3,419","2,321","1,462","294","7"
"충청남도  (4400000000)","2,132,742","2,132,742","122,578","202,435","207,811","251,409","310,280","351,963","341,648","211,494","108,425","24,239","460","1,094,972","1,094,972","62,805","104,518","114,817","138,212","165,574","186,397","175,436","101,101","40,109","5,929","74","1,037,770","1,037,770","59,773","97,917","92,994","113,197","144,706","165,566","166,212","110,393","68,316","18,310","386"
"충청남도 천안시 (4413000000)","664,113","664,113","42,381","68,051","84,085","98,098","108,361","111,179","88,099","41,899","18,284","3,615","61","340,369","340,369","21,735","34,830","44,827","53,319","57,175","56,401","44,675","19,824","6,755","819","9","323,744","323,744","20,646","33,221","39,258","44,779","51,186","54,778","43,424","22,075","11,529","2,796","52"
"충청남도 천안시 동남구 (4413100000)","262,794","262,794","14,168","25,000","32,264","33,084","38,507","45,924","41,192","21,255","9,433","1,933","34","133,048","133,048","7,237","12,768","17,044","17,979","19,965","23,259","20,686","10,114","3,552","438","6","129,746","129,746","6,931","12,232","15,220","15,105","18,542","22,665","20,506","11,141","5,881","1,495","28"
"충청남도 천안시 서북구 (4413300000)","401,319","401,319","28,213","43,051","51,821","65,014","69,854","65,255","46,907","20,644","8,851","1,682","27","207,321","207,321","14,498","22,062","27,783","35,340","37,210","33,142","23,989","9,710","3,203","381","3","193,998","193,998","13,715","20,989","24,038","29,674","32,644","32,113","22,918","10,934","5,648","1,301","24"
"충청남도 공주시 (4415000000)","99,357","99,357","3,408","7,784","10,001","7,872","10,732","16,052","20,462","13,951","7,306","1,748","41","49,562","49,562","1,783","4,020","5,023","4,372","5,622","8,353","10,378","6,855","2,698","448","10","49,795","49,795","1,625","3,764","4,978","3,500","5,110","7,699","10,084","7,096","4,608","1,300","31"
"충청남도 보령시 (4418000000)","90,915","90,915","3,727","6,867","6,673","7,337","10,800","15,598","18,327","13,352","6,782","1,414","38","46,090","46,090","1,905","3,532","3,816","4,131","5,884","8,403","9,362","6,195","2,542","315","5","44,825","44,825","1,822","3,335","2,857","3,206","4,916","7,195","8,965","7,157","4,240","1,099","33"
"충청남도 아산시 (4420000000)","363,241","363,241","28,350","41,293","37,405","52,685","64,721","56,805","44,010","24,073","11,530","2,333","36","189,363","189,363","14,479","21,308","20,837","28,359","34,860","30,510","22,894","11,244","4,303","562","7","173,878","173,878","13,871","19,985","16,568","24,326","29,861","26,295","21,116","12,829","7,227","1,771","29"
"충청남도 서산시 (4421000000)","170,687","170,687","9,963","16,591","14,935","19,226","24,598","29,596","27,596","16,924","8,942","2,271","45","89,344","89,344","5,126","8,624","9,022","11,178","13,146","15,813","14,204","8,229","3,428","569","5","81,343","81,343","4,837","7,967","5,913","8,048","11,452","13,783","13,392","8,695","5,514","1,702","40"
"충청남도 논산시 (4423000000)","105,533","105,533","4,513","8,121","8,133","8,931","11,807","17,634","21,222","15,066","8,194","1,874","38","53,008","53,008","2,340","4,218","4,566","4,921","6,172","9,446","10,843","7,156","2,910","430","6","52,525","52,525","2,173","3,903","3,567","4,010","5,635","8,188","10,379","7,910","5,284","1,444","32"
"충청남도 계룡시 (4425000000)","45,883","45,883","3,221","5,996","4,324","5,263","7,745","8,311","6,202","3,252","1,275","289","5","22,793","22,793","1,644","3,106","2,435","2,723","3,765","4,069","2,971","1,562","453","63","2","23,090","23,090","1,577","2,890","1,889","2,540","3,980","4,242","3,231","1,690","822","226","3"
"충청남도 당진시 (4427000000)","172,024","172,024","11,013","16,979","13,685","20,359","27,314","28,949","27,000","16,194","8,579","1,917","35","92,512","92,512","5,617","8,820","8,112","11,850","15,386","16,452","14,596","7,884","3,281","508","6","79,512","79,512","5,396","8,159","5,573","8,509","11,928","12,497","12,404","8,310","5,298","1,409","29"
"충청남도 금산군 (4471000000)","48,716","48,716","1,447","3,906","3,060","2,891","4,756","8,295","11,167","7,868","4,422","886","18","24,798","24,798","723","2,076","1,777","1,555","2,492","4,575","5,918","3,887","1,559","234","2","23,918","23,918","724","1,830","1,283","1,336","2,264","3,720","5,249","3,981","2,863","652","16"
"충청남도 부여군 (4476000000)","57,573","57,573","1,502","3,716","3,441","3,340","5,268","8,971","13,126","10,472","6,172","1,528","37","28,682","28,682","793","1,996","1,932","1,821","2,873","4,872","6,723","5,000","2,283","382","7","28,891","28,891","709","1,720","1,509","1,519","2,395","4,099","6,403","5,472","3,889","1,146","30"
"충청남도 서천군 (4477000000)","46,494","46,494","1,311","2,740","2,671","2,684","4,150","7,339","10,350","8,824","5,147","1,261","17","23,156","23,156","667","1,413","1,526","1,512","2,293","4,017","5,370","4,167","1,874","315","2","23,338","23,338","644","1,327","1,145","1,172","1,857","3,322","4,980","4,657","3,273","946","15"
"충청남도 청양군 (4479000000)","29,959","29,959","794","1,881","2,207","1,737","2,507","4,627","7,099","5,191","3,116","791","9","15,419","15,419","395","1,003","1,318","981","1,424","2,630","3,733","2,595","1,117","220","3","14,540","14,540","399","878","889","756","1,083","1,997","3,366","2,596","1,999","571","6"
"충청남도 홍성군 (4480000000)","101,501","101,501","6,003","9,508","8,220","10,688","13,275","16,274","17,233","12,094","6,578","1,603","25","50,855","50,855","3,080","4,881","4,501","5,780","6,760","8,651","8,709","5,724","2,342","423","4","50,646","50,646","2,923","4,627","3,719","4,908","6,515","7,623","8,524","6,370","4,236","1,180","21"
"충청남도 예산군 (4481000000)","77,939","77,939","3,135","5,375","5,250","6,467","8,224","12,665","16,305","12,217","6,758","1,509","34","39,189","39,189","1,584","2,838","2,951","3,477","4,418","6,910","8,273","5,864","2,492","379","3","38,750","38,750","1,551","2,537","2,299","2,990","3,806","5,755","8,032","6,353","4,266","1,130","31"
"충청남도 태안군 (4482500000)","58,807","58,807","1,810","3,627","3,721","3,831","6,022","9,668","13,450","10,117","5,340","1,200","21","29,832","29,832","934","1,853","2,174","2,233","3,304","5,295","6,787","4,915","2,072","262","3","28,975","28,975","876","1,774","1,547","1,598","2,718","4,373","6,663","5,202","3,268","938","18"
"전북특별자치도  (5200000000)","1,713,026","1,713,026","84,627","157,693","167,178","172,384","222,047","294,548","293,478","195,875","103,364","21,367","465","853,414","853,414","43,202","81,387","90,760","90,877","113,293","152,417","147,932","91,355","37,122","5,012","57","859,612","859,612","41,425","76,306","76,418","81,507","108,754","142,131","145,546","104,520","66,242","16,355","408"
"전북특별자치도 전주시 (5211000000)","618,211","618,211","35,237","65,545","74,310","73,992","89,988","106,381","88,895","54,346","24,925","4,505","87","302,976","302,976","18,000","33,574","39,093","38,452","44,272","52,240","42,186","24,387","9,577","1,184","11","315,235","315,235","17,237","31,971","35,217","35,540","45,716","54,141","46,709","29,959","15,348","3,321","76"
"전북특별자치도 전주시 완산구 (5211100000)","312,068","312,068","15,305","30,758","37,654","36,236","42,646","55,183","48,574","29,854","13,280","2,526","52","151,074","151,074","7,861","15,791","19,625","18,862","20,761","26,411","22,679","13,438","5,016","623","7","160,994","160,994","7,444","14,967","18,029","17,374","21,885","28,772","25,895","16,416","8,264","1,903","45"
"전북특별자치도 전주시 덕진구 (5211300000)","306,143","306,143","19,932","34,787","36,656","37,756","47,342","51,198","40,321","24,492","11,645","1,979","35","151,902","151,902","10,139","17,783","19,468","19,590","23,511","25,829","19,507","10,949","4,561","561","4","154,241","154,241","9,793","17,004","17,188","18,166","23,831","25,369","20,814","13,543","7,084","1,418","31"
